team_abbreviation_home,team_abbreviation_away,season_type,label,min_avg5,fg_pct_home_avg5,fg3_pct_home_avg5,ft_pct_home_avg5,oreb_home_avg5,dreb_home_avg5,reb_home_avg5,ast_home_avg5,stl_home_avg5,blk_home_avg5,tov_home_avg5,pf_home_avg5,pts_home_avg5,home_wl_pre5,fg_pct_away_avg5,fg3_pct_away_avg5,ft_pct_away_avg5,oreb_away_avg5,dreb_away_avg5,reb_away_avg5,ast_away_avg5,stl_away_avg5,blk_away_avg5,tov_away_avg5,pf_away_avg5,pts_away_avg5,away_wl_pre5
HOU,POR,Regular Season,0,240.0,0.4362,0.2848,0.6836,9.4,32.0,41.4,22.4,6.6,4.4,16.6,16.4,106.8,LLWLW,0.4777999999999999,0.3988,0.7312000000000001,8.4,35.8,44.2,22.0,8.0,5.8,17.0,20.2,107.6,LLWWW
NYK,POR,Regular Season,0,250.0,0.4327999999999999,0.3502000000000001,0.8333999999999999,13.8,35.4,49.2,18.8,6.0,7.0,17.0,20.6,106.8,WWLWW,0.4526,0.3848,0.8092,10.4,37.8,48.2,21.6,6.0,4.4,16.0,19.6,110.8,LLWWW
DEN,POR,Regular Season,0,245.0,0.4128,0.3121999999999999,0.7150000000000001,17.2,34.8,52.0,19.8,8.2,7.2,17.0,25.4,104.6,WWWLW,0.4818000000000001,0.4464,0.7472000000000001,7.0,32.0,39.0,26.4,9.2,6.2,14.8,21.6,106.2,LLWWW
MIL,BOS,Regular Season,1,240.0,0.4553999999999999,0.3703999999999999,0.6536000000000001,15.0,28.4,43.4,24.2,6.4,4.4,12.4,19.4,97.8,WLLWL,0.4946,0.4434,0.7605999999999999,11.8,32.2,44.0,26.6,6.8,2.2,12.2,21.2,116.2,WLWLL
ORL,NJN,Regular Season,0,240.0,0.474,0.2592,0.8352,12.0,29.0,41.0,21.8,7.0,3.6,14.6,23.0,101.2,WWWLL,0.3758,0.3308,0.7538,12.4,30.0,42.4,17.2,9.6,2.6,14.8,24.0,84.4,WWLWW
MIN,DEN,Regular Season,0,240.0,0.4572000000000001,0.3811999999999999,0.8193999999999999,10.6,32.2,42.8,23.2,5.8,6.4,12.2,25.2,101.0,LLWLW,0.4782000000000002,0.4075999999999999,0.7485999999999999,11.8,33.4,45.2,26.4,8.2,5.4,15.6,20.6,112.6,LLLLL
NYK,BKN,Regular Season,0,240.0,0.4484,0.3940000000000001,0.7070000000000001,13.2,32.4,45.6,22.2,7.4,4.0,12.6,24.6,107.2,WWLWW,0.4354,0.2688,0.8518000000000001,6.8,35.6,42.4,22.6,5.6,4.4,13.6,22.6,107.8,LWLWW
MIA,BOS,Regular Season,1,245.0,0.4972,0.3952,0.6417999999999999,12.6,32.6,45.2,24.6,6.6,8.4,13.0,22.0,100.2,WLLLL,0.4578,0.346,0.7447999999999999,11.0,27.6,38.6,22.0,7.8,2.6,15.0,25.8,105.0,WLWLL
DEN,LAL,Regular Season,1,240.0,0.4682,0.2004,0.6931999999999999,15.2,32.0,47.2,21.4,8.4,11.4,16.0,22.0,98.8,WWWLW,0.442,0.4181999999999999,0.6676,16.6,23.6,40.2,21.2,8.8,4.6,14.6,25.0,97.0,LWWWW
TOR,NJN,Regular Season,0,240.0,0.4422,0.42,0.7262000000000001,12.4,27.4,39.8,18.2,7.6,5.0,12.6,21.8,91.4,LWWWW,0.4244,0.3116,0.78,12.6,28.0,40.6,19.6,7.2,3.8,12.6,18.6,86.8,WWLWW
WAS,MIL,Regular Season,0,240.0,0.4710000000000001,0.3726000000000001,0.7183999999999999,8.4,33.2,41.6,24.0,9.0,3.2,16.0,20.8,115.6,WLLWL,0.4788,0.3628,0.7285999999999999,10.0,32.4,42.4,29.2,8.2,5.0,13.4,20.2,109.6,LLWWW
DAL,POR,Regular Season,1,240.0,0.4356,0.348,0.683,10.2,33.6,43.8,23.4,6.6,4.2,12.8,20.2,106.8,LLWLL,0.4622,0.3634,0.783,14.0,35.2,49.2,24.4,6.8,5.4,16.2,23.0,110.2,LLWWW
MIL,HOU,Regular Season,1,240.0,0.4763999999999999,0.3186,0.694,8.8,28.2,37.0,25.6,9.0,3.6,14.4,20.8,97.0,WLLWL,0.4526,0.2734,0.6472,11.0,27.8,38.8,21.2,10.0,2.2,18.8,24.0,94.0,WWWLL
DET,PHX,Regular Season,1,240.0,0.5064,0.4334,0.7524,13.4,31.4,44.8,24.4,4.8,6.0,16.2,21.0,107.8,LLLLL,0.4644,0.2972,0.7608,16.0,28.6,44.6,20.6,8.4,4.4,17.6,28.0,106.2,LLWWW
DAL,GOS,Regular Season,1,240.0,0.4612,0.2732,0.7724,14.6,27.8,42.4,22.8,7.4,4.4,14.0,22.6,101.6,LLWLL,0.4731999999999999,0.3082,0.7694000000000001,17.0,24.6,41.6,24.6,9.4,2.0,16.6,22.4,103.4,WLWLW
SAC,DET,Regular Season,0,240.0,0.4940000000000001,0.3376,0.8140000000000001,7.2,32.4,39.6,23.8,6.8,5.2,12.6,17.4,112.8,LWWLL,0.4592000000000001,0.3157999999999999,0.7604,6.8,33.6,40.4,25.2,7.2,3.6,10.4,16.4,105.6,WWWLW
MIA,CHH,Regular Season,0,240.0,0.457,0.3308,0.7556,11.8,33.6,45.4,18.8,6.2,6.4,15.2,27.4,96.8,WLLLL,0.4638,0.359,0.7154,13.2,30.4,43.6,22.2,6.6,4.2,12.8,20.6,101.6,WLWWL
CHI,SAC,Regular Season,0,240.0,0.4333999999999999,0.341,0.6447999999999999,13.8,28.6,42.4,22.2,10.2,5.8,18.6,22.0,89.4,LLWLW,0.4631999999999999,0.334,0.744,13.4,33.4,46.8,26.6,10.8,5.0,18.4,19.6,104.6,WWWWL
ORL,CLE,Regular Season,1,240.0,0.4342,0.2817999999999999,0.7373999999999999,10.4,32.0,42.4,23.4,8.2,6.2,14.8,19.8,99.6,WWWLL,0.42,0.3558,0.7502000000000001,10.2,28.2,38.4,22.2,9.2,4.8,12.0,21.4,106.0,WLLWW
PHI,CLE,Regular Season,0,240.0,0.4306,0.267,0.7606,12.8,26.6,39.4,21.0,7.2,2.4,14.0,22.0,93.0,WWLWL,0.4404,0.4286,0.72,11.4,26.8,38.2,19.8,8.2,3.0,13.2,23.4,96.4,WLLWW
MIA,DET,Regular Season,0,240.0,0.3848000000000001,0.3351999999999999,0.6914,11.6,31.4,43.0,16.2,4.4,3.8,12.8,24.6,79.8,WLLLL,0.4074,0.3247999999999999,0.7804,14.0,27.6,41.6,14.8,7.2,4.6,16.8,21.0,89.4,WWWLW
POR,DEN,Regular Season,1,240.0,0.4590000000000002,0.3828000000000002,0.8342,12.4,39.2,51.6,24.2,6.0,4.6,10.2,18.2,123.0,LLLLL,0.4910000000000002,0.3490000000000001,0.8522000000000001,8.6,33.0,41.6,24.6,8.2,3.6,13.4,15.8,111.2,LLLLL
SAS,MIN,Regular Season,1,240.0,0.5018,0.4529999999999999,0.7522,9.0,31.2,40.2,24.8,8.0,3.8,14.2,16.8,105.4,LWLWL,0.4386,0.3354,0.7807999999999999,7.6,31.2,38.8,21.2,6.2,4.0,13.8,20.4,90.4,LLWWW
SAC,POR,Regular Season,0,240.0,0.4714000000000001,0.3144,0.7512,9.6,35.8,45.4,21.8,5.6,4.0,18.4,20.0,98.2,LWWLL,0.4504,0.3314000000000001,0.6767999999999998,11.8,34.8,46.6,20.4,6.6,6.2,11.2,23.0,104.2,LLWWW
CLE,CHI,Regular Season,1,240.0,0.4314,0.2856000000000001,0.758,17.2,31.8,49.0,25.2,7.8,6.2,14.0,18.0,97.2,WLLWL,0.4876000000000001,0.3238,0.6836,9.0,26.8,35.8,25.6,7.0,5.4,15.8,23.2,92.0,LWLWL
BOS,SEA,Regular Season,1,240.0,0.4229999999999999,0.3562000000000001,0.7656000000000001,8.8,30.4,39.2,20.6,8.6,3.4,13.0,18.8,89.0,WLLWL,0.4418,0.3852,0.8,11.2,34.2,45.4,21.4,5.0,7.6,17.2,22.6,96.0,WWWWL
POR,SAC,Pre Season,0,240.0,0.4762000000000001,0.3440000000000001,0.8160000000000001,8.0,36.8,44.8,21.2,7.0,4.4,16.6,19.8,109.0,LLLLL,0.4288,0.2862,0.7859999999999999,11.6,37.6,49.2,25.2,7.6,5.8,13.6,20.2,107.4,WWWWL
IND,CHI,Regular Season,1,240.0,0.4546,0.1234,0.8459999999999999,13.6,35.2,48.8,28.8,9.6,4.4,16.4,20.6,100.4,LLWLL,0.4928,0.3833999999999999,0.8276,12.8,25.8,38.6,23.8,9.6,4.4,15.4,21.2,108.0,LWLWL
IND,LAC,Regular Season,0,255.0,0.397,0.3508000000000001,0.7492,15.6,36.2,51.8,22.6,9.4,7.4,15.6,28.0,105.4,LLWLL,0.4429999999999999,0.3496,0.7484000000000001,11.6,34.6,46.2,19.4,7.4,3.6,15.2,21.2,98.0,WLLWW
LAC,DET,Regular Season,1,240.0,0.5122,0.3426,0.6963999999999999,10.0,31.4,41.4,27.4,9.2,6.0,14.2,21.0,109.2,WWWLL,0.4406000000000001,0.3923999999999999,0.7398,9.6,33.6,43.2,21.4,6.4,3.2,15.2,20.6,96.0,WWWLW
MIN,OKC,Regular Season,0,245.0,0.4550000000000002,0.4289999999999999,0.7706000000000001,14.4,33.8,48.2,22.2,5.6,8.0,17.4,22.0,106.0,LLWLW,0.4232,0.3742000000000002,0.777,7.8,32.0,39.8,17.8,8.0,2.8,17.0,22.8,94.0,WLWWL
LAC,DAL,Regular Season,1,240.0,0.5304,0.319,0.7162,12.2,33.2,45.4,22.2,8.2,5.8,20.4,24.2,104.2,WWWLL,0.4246,0.2448,0.7482,12.2,25.8,38.0,18.4,7.2,3.0,15.6,21.8,86.6,WLWWW
CLE,NJN,Regular Season,1,240.0,0.5072,0.3094,0.7682,12.6,27.4,40.0,30.6,12.0,4.8,14.4,29.0,115.0,WLLWL,0.4646,0.18,0.7486,14.4,33.4,47.8,27.6,9.4,6.0,14.6,20.8,103.4,WWLWW
SAC,TOR,Regular Season,0,240.0,0.4220000000000001,0.3106,0.7846,14.4,28.8,43.2,19.8,6.8,5.0,13.2,23.2,101.4,LWWLL,0.4542,0.3128000000000001,0.8668000000000001,12.0,30.0,42.0,21.0,6.4,4.8,13.8,18.2,96.0,WLLWW
SAC,GOS,Regular Season,0,240.0,0.4118,0.3286,0.728,16.4,26.2,42.6,22.6,9.0,4.6,16.8,23.2,99.0,LWWLL,0.4498,0.2832000000000001,0.7452,11.8,29.2,41.0,27.8,8.0,4.2,16.0,24.2,100.4,WLWLW
NYK,POR,Regular Season,0,245.0,0.4604,0.3150000000000001,0.8710000000000001,13.0,31.4,44.4,24.0,7.2,4.6,13.0,23.4,120.4,WWLWW,0.4530000000000002,0.2952,0.786,8.8,36.2,45.0,21.6,8.4,4.8,18.6,18.0,105.8,LLWWW
DAL,LAC,Playoffs,0,250.0,0.4728,0.3658,0.7567999999999999,8.4,37.4,45.8,26.4,5.4,3.4,11.4,22.4,124.2,LLWLL,0.4698,0.3634,0.8038000000000001,7.4,39.6,47.0,23.0,6.8,5.2,16.2,23.8,113.6,WLLWW
ORL,CHA,Regular Season,1,240.0,0.453,0.4207999999999998,0.7899999999999999,12.4,30.8,43.2,21.2,6.2,3.4,13.2,16.6,99.0,WWWLL,0.3992000000000001,0.3001999999999999,0.7946,13.6,31.6,45.2,20.4,9.2,7.8,16.0,20.6,89.4,LWLLL
IND,PHX,Regular Season,0,250.0,0.4532,0.3466000000000001,0.7114,15.8,31.2,47.0,24.2,8.6,7.0,17.6,23.4,105.8,LLWLL,0.4780000000000002,0.4367999999999999,0.8044,12.6,28.4,41.0,25.8,6.6,3.6,13.2,19.8,107.8,LLWWW
WAS,NJN,Regular Season,1,245.0,0.4646,0.2412,0.8156000000000001,13.4,28.8,42.2,22.2,6.0,4.8,14.8,24.4,110.8,WLLWL,0.4269999999999999,0.3666,0.6934,18.8,27.4,46.2,18.4,8.4,5.2,16.8,25.4,103.4,WWLWW
DET,ORL,Regular Season,0,240.0,0.4267999999999999,0.3552,0.685,10.8,30.8,41.6,20.8,8.8,7.6,16.6,21.6,89.6,LLLLL,0.4824,0.3915999999999999,0.7060000000000001,13.0,33.2,46.2,23.6,6.0,5.2,12.2,18.4,103.0,WWLWW
CLE,SAN,Regular Season,0,240.0,0.4791999999999999,0.4766000000000001,0.8324,12.0,28.6,40.6,26.6,10.8,5.4,11.4,20.0,103.8,WLLWL,0.4878,0.579,0.7838,13.8,27.4,41.2,23.2,4.4,4.2,14.4,20.6,98.6,WWLWL
IND,DET,Regular Season,0,245.0,0.4714,0.3562000000000001,0.6916,11.6,37.0,48.6,26.8,7.8,7.0,15.4,23.0,100.6,LLWLL,0.4144,0.32,0.7618,11.8,30.4,42.2,19.4,11.6,4.4,12.4,23.4,101.4,WWWLW
ORL,NJN,Regular Season,0,240.0,0.4342,0.3583999999999999,0.7032,13.8,31.6,45.4,21.2,7.4,5.6,17.6,21.8,94.4,WWWLL,0.3988,0.2572,0.7922,12.8,31.8,44.6,18.0,9.4,8.0,17.6,18.6,88.8,WWLWW
NYK,DET,Regular Season,1,240.0,0.485,0.3930000000000001,0.7078,13.2,32.4,45.6,23.2,11.4,4.2,16.8,21.0,107.4,WWLWW,0.4622,0.2757999999999999,0.8118000000000001,11.4,28.4,39.8,19.0,7.2,6.2,19.0,26.0,97.8,WWWLW
LAL,POR,Regular Season,1,240.0,0.4536000000000001,0.3654000000000001,0.7364,11.2,34.0,45.2,25.2,7.8,6.0,12.2,21.2,111.4,WWWLL,0.4802,0.3849999999999999,0.733,9.6,31.4,41.0,26.0,8.0,3.8,13.0,20.0,117.2,LLWWW
CHI,TOR,Regular Season,1,240.0,0.4364,0.3448000000000001,0.7356,10.0,28.6,38.6,21.4,9.4,5.6,15.6,21.2,94.0,LLWLW,0.439,0.3968000000000001,0.7834,12.0,34.0,46.0,21.2,6.2,5.2,15.8,19.4,96.6,WLLWW
GSW,CHI,Regular Season,0,240.0,0.3716,0.2346,0.7220000000000001,17.6,30.6,48.2,19.0,7.0,5.2,16.6,22.0,78.8,WLLWW,0.4170000000000001,0.3034,0.7062,14.6,30.0,44.6,22.8,9.0,6.2,14.4,23.6,92.0,LWLWL
PHX,HOU,Regular Season,0,240.0,0.4654000000000001,0.3299999999999999,0.7844,12.8,31.6,44.4,27.0,7.6,5.2,11.4,19.4,105.4,WWWWL,0.4636,0.387,0.773,10.8,32.0,42.8,16.8,6.4,4.8,13.8,25.6,104.8,WWWLL
GSW,DEN,Regular Season,1,240.0,0.4076000000000001,0.3594,0.7534000000000001,18.8,31.6,50.4,20.8,8.4,4.0,14.4,24.0,89.8,WLLWW,0.4224,0.3244000000000001,0.7696,12.4,28.6,41.0,17.6,8.0,2.6,15.4,20.4,92.4,LLLLL
POR,PHI,Regular Season,1,240.0,0.4626,0.3510000000000001,0.8516,10.4,28.6,39.0,19.2,9.0,6.0,11.2,20.4,98.8,LLLLL,0.4564,0.3560000000000002,0.7604000000000001,7.8,33.0,40.8,18.0,10.0,3.0,14.2,24.2,102.8,LLWLW
LAL,BOS,Regular Season,0,240.0,0.4718000000000001,0.3638000000000001,0.6881999999999999,9.6,31.2,40.8,21.6,9.0,5.4,15.8,19.8,102.6,WWWLL,0.3826,0.2684,0.8126000000000001,15.0,34.0,49.0,15.8,9.4,6.4,16.4,25.6,100.4,WLWLL
NYK,POR,Regular Season,0,240.0,0.4386,0.3594,0.8248000000000001,13.2,35.4,48.6,20.6,7.8,4.6,15.0,21.0,102.6,WWLWW,0.4640000000000001,0.3404,0.7204,9.4,34.2,43.6,21.4,6.2,4.2,15.8,19.4,103.4,LLWWW
DET,BOS,Regular Season,0,240.0,0.4479999999999999,0.3409999999999999,0.7466,10.4,30.0,40.4,18.8,7.0,4.8,12.6,21.0,95.0,LLLLL,0.4196000000000001,0.3048,0.6984,11.2,29.0,40.2,15.0,8.0,4.6,14.4,19.0,88.4,WLWLL
UTA,CHA,Regular Season,1,240.0,0.5050000000000001,0.3732,0.7298,9.8,37.6,47.4,21.0,9.0,5.2,15.4,20.0,113.8,LLLLW,0.4468000000000001,0.3972,0.7756000000000001,8.4,31.2,39.6,21.6,8.6,2.6,9.8,17.6,107.8,LWLLL
GSW,UTA,Regular Season,0,245.0,0.4484,0.2888,0.6844,15.8,28.6,44.4,23.8,7.0,4.0,17.8,22.8,88.8,WLLWW,0.4316,0.3074,0.75,8.4,28.0,36.4,19.0,7.2,5.0,17.8,20.2,85.8,WLWWW
MIL,NJN,Regular Season,0,245.0,0.4625999999999999,0.4274,0.7234,15.4,29.0,44.4,26.4,8.0,5.6,15.4,23.0,105.2,WLLWL,0.4286,0.3232,0.7306,14.6,24.8,39.4,16.8,9.2,2.2,14.0,17.6,93.4,WWLWW
MIL,ATL,Regular Season,0,240.0,0.4879999999999999,0.328,0.6668000000000001,14.0,28.2,42.2,29.0,8.4,4.4,13.0,19.8,102.8,WLLWL,0.4426,0.2487999999999999,0.7495999999999999,12.6,25.8,38.4,24.0,9.8,4.6,15.8,18.4,93.6,LWWWL
LAL,DET,Regular Season,0,250.0,0.4284,0.3022000000000001,0.5348,17.2,32.6,49.8,23.2,7.0,11.4,14.8,25.0,96.2,WWWLL,0.4472,0.4278,0.7769999999999999,9.0,33.0,42.0,20.4,6.6,4.8,14.2,21.2,97.6,WWWLW
IND,MIA,Regular Season,1,240.0,0.525,0.3696,0.8103999999999999,10.0,29.4,39.4,35.2,9.2,5.6,13.2,26.6,116.4,LLWLL,0.5067999999999999,0.4192,0.7656000000000001,12.6,23.2,35.8,27.6,12.4,4.2,20.0,28.4,110.6,WLWLW
NYK,BOS,Regular Season,1,240.0,0.4897999999999999,0.2816000000000001,0.7422,13.6,34.0,47.6,24.8,8.0,7.0,17.8,23.4,98.2,WWLWW,0.444,0.4584,0.7224,15.0,27.2,42.2,21.8,9.2,4.0,16.2,23.0,102.6,WLWLL
MIL,WAS,Regular Season,1,240.0,0.5113999999999999,0.495,0.7415999999999999,11.4,23.4,34.8,30.0,11.4,3.2,11.8,21.6,108.6,WLLWL,0.4452,0.2864,0.7106,17.0,30.6,47.6,30.0,8.4,3.8,14.4,27.2,107.8,WWWWW
PHX,ORL,Regular Season,1,240.0,0.509,0.3458,0.6952,13.6,36.2,49.8,28.2,7.2,6.4,16.6,20.2,113.6,WWWWL,0.4926,0.2547999999999999,0.8088,10.0,33.2,43.2,25.0,8.0,6.6,18.4,24.4,108.0,WWLWW
LAC,VAN,Regular Season,0,240.0,0.4296,0.3556,0.6868000000000001,13.2,30.0,43.2,19.2,8.2,6.6,17.0,17.0,91.0,WWWLL,0.447,0.3484,0.7956,11.2,27.4,38.6,21.0,8.2,2.0,18.0,22.6,88.0,WWWWL
DEN,PHX,Pre Season,0,240.0,0.4248,0.289,0.6896000000000001,11.0,30.8,41.8,21.8,8.8,3.8,14.2,21.8,99.6,WWWLW,0.41,0.3388,0.6818,9.6,32.8,42.4,20.4,10.2,4.6,16.6,25.6,90.8,LLWWW
POR,NOP,Playoffs,0,240.0,0.4350000000000001,0.3016000000000002,0.8192,10.8,36.0,46.8,22.0,9.0,6.4,11.0,19.4,103.0,LLLLL,0.4881999999999999,0.3902,0.7612,8.0,37.8,45.8,30.6,9.8,7.4,11.4,18.4,112.0,LLWLW
BOS,UTA,Regular Season,0,240.0,0.4291999999999999,0.3470000000000001,0.7847999999999999,12.6,25.0,37.6,22.0,10.4,3.8,15.8,22.4,104.8,WLLWL,0.4758,0.4669999999999999,0.635,14.2,26.4,40.6,22.2,7.4,5.6,16.2,20.8,99.8,WLWWW
ORL,SAS,Regular Season,0,240.0,0.4436000000000001,0.3873999999999999,0.7728,12.8,28.8,41.6,16.8,5.8,3.0,14.8,21.8,91.0,WWWLL,0.4868,0.3834,0.7859999999999999,9.8,35.0,44.8,19.8,5.6,5.4,14.0,22.2,101.2,WWLWL
MIL,NJN,Regular Season,1,240.0,0.5064,0.2894,0.7182,12.2,29.2,41.4,21.8,7.8,4.4,17.2,21.8,98.0,WLLWL,0.394,0.277,0.7598,18.8,29.0,47.8,19.2,7.0,6.0,15.8,20.8,93.8,WWLWW
MIN,SAS,Regular Season,0,240.0,0.454,0.3521999999999999,0.726,10.4,31.6,42.0,22.2,5.2,5.6,9.2,19.8,91.4,LLWLW,0.4878,0.4278,0.6688000000000001,9.0,34.8,43.8,21.6,5.2,5.2,11.6,21.2,97.8,WWLWL
CHI,ORL,Regular Season,0,245.0,0.4542,0.3826000000000001,0.8092,11.0,32.4,43.4,20.8,7.2,7.4,13.6,20.4,106.6,LLWLW,0.4836,0.2136,0.7110000000000001,9.0,27.2,36.2,23.6,9.6,5.8,15.6,22.6,99.2,WWLWW
WAS,ATL,Regular Season,1,240.0,0.4720000000000001,0.3600000000000001,0.6674,9.0,34.8,43.8,22.0,8.2,3.8,14.8,20.4,102.4,WLLWL,0.435,0.2946000000000001,0.767,8.6,38.8,47.4,27.4,8.6,5.6,15.0,19.2,97.8,LWWWL
GSW,NYK,Regular Season,1,240.0,0.4536,0.3328,0.7444000000000001,15.2,29.6,44.8,20.2,6.6,3.8,14.4,20.2,96.6,WLLWW,0.4170000000000001,0.3646,0.716,15.0,27.6,42.6,18.8,5.8,4.2,15.6,24.2,91.4,WLWWW
ORL,DET,Regular Season,1,240.0,0.4738,0.3773999999999999,0.7384,11.2,31.6,42.8,24.6,6.8,6.4,13.4,25.8,103.2,WWWLL,0.4637999999999999,0.3787999999999999,0.7769999999999999,12.6,28.2,40.8,24.2,8.4,4.4,13.8,25.4,102.0,WWWLW
DEN,IND,Regular Season,0,240.0,0.4032,0.3419999999999999,0.7166,14.0,30.4,44.4,17.8,5.0,5.0,13.8,25.6,87.2,WWWLW,0.47,0.3686,0.6898,11.2,25.6,36.8,19.8,7.2,5.0,18.6,22.2,91.2,LWWWL
IND,PHL,Regular Season,1,240.0,0.4706,0.3238000000000001,0.7886,14.8,32.0,46.8,27.4,9.2,4.6,17.0,26.4,106.0,LLWLL,0.4502,0.3136,0.7242,10.6,25.8,36.4,20.2,4.8,4.0,15.4,24.2,87.2,WLWWL
PHI,TOR,Regular Season,0,245.0,0.445,0.3438,0.7454000000000001,11.6,35.8,47.4,23.8,6.2,6.4,17.2,18.2,100.4,WWLWL,0.4686,0.3732000000000001,0.7163999999999999,11.0,32.2,43.2,23.6,7.8,4.6,16.0,26.2,101.2,WLLWW
POR,TOR,Regular Season,0,245.0,0.4592,0.3428000000000001,0.8058,11.2,27.8,39.0,20.4,6.2,6.0,14.6,20.4,96.6,LLLLL,0.4672,0.4053999999999999,0.7336,11.0,29.4,40.4,21.6,6.4,3.6,14.6,26.4,104.6,WLLWW
CLE,GSW,Regular Season,0,240.0,0.3942,0.3034,0.7304,15.2,31.0,46.2,18.8,5.8,5.4,14.8,19.2,94.2,WLLWL,0.4206,0.3678,0.7202,13.2,29.6,42.8,21.4,9.6,3.4,15.2,20.0,93.6,LLWWW
SAS,ATL,Regular Season,1,240.0,0.4896,0.3958,0.6302,10.6,31.6,42.2,22.6,5.8,5.6,14.8,23.0,96.6,LWLWL,0.4237999999999999,0.0752000000000001,0.7418,11.0,26.4,37.4,18.6,10.8,5.4,15.8,23.4,87.4,LWWWL
BOS,SAC,Regular Season,1,250.0,0.4262,0.2862000000000001,0.7998,11.0,35.0,46.0,20.4,9.0,6.0,16.2,25.8,90.6,WLLWL,0.431,0.395,0.7373999999999999,12.0,27.2,39.2,27.0,8.6,5.2,12.2,21.6,101.0,WWWWL
ORL,CHI,Regular Season,1,240.0,0.4192,0.3909999999999999,0.7946,14.2,28.0,42.2,18.2,6.6,7.0,14.2,19.8,90.0,WWWLL,0.4506,0.3528,0.6784,12.4,27.6,40.0,20.0,6.8,5.4,15.6,22.4,98.6,LWLWL
POR,UTH,Regular Season,1,240.0,0.4827999999999999,0.5200000000000001,0.7909999999999999,17.0,29.4,46.4,24.4,10.2,5.4,17.6,22.4,112.6,LLLLL,0.4427999999999999,0.2466000000000001,0.7152000000000001,15.8,29.6,45.4,21.8,8.2,6.0,15.6,24.4,90.2,WLWWL
LAL,LAC,Regular Season,0,240.0,0.4786,0.3286000000000001,0.7248,10.6,31.4,42.0,23.2,7.4,4.6,14.2,22.4,109.0,WWWLL,0.4502000000000002,0.2997999999999999,0.7474000000000001,9.2,31.2,40.4,19.2,7.6,5.2,14.6,23.0,100.0,WLLWW
POR,GSW,Regular Season,1,240.0,0.508,0.4534000000000001,0.7779999999999999,13.4,34.4,47.8,23.8,7.8,5.6,18.2,21.4,107.6,LLLLL,0.4626,0.4372,0.7430000000000001,12.4,27.0,39.4,20.2,7.6,5.0,14.4,25.0,103.2,LLWWW
MIA,IND,Regular Season,0,240.0,0.4170000000000001,0.3739999999999999,0.7896000000000001,10.6,30.4,41.0,20.6,6.4,5.0,12.4,20.0,88.0,WLLLL,0.4218,0.3223999999999999,0.8423999999999999,10.8,31.2,42.0,20.2,8.2,3.6,12.0,22.0,91.4,LWWWL
SAC,SAS,Regular Season,0,240.0,0.4948000000000001,0.3866,0.7365999999999999,12.6,30.0,42.6,26.0,9.0,8.2,15.4,16.8,108.0,LWWLL,0.408,0.284,0.7846,11.6,29.0,40.6,24.0,5.6,2.4,15.2,22.6,94.2,WWLWL
TOR,NYK,Regular Season,0,240.0,0.4204,0.3122,0.7382,8.4,27.8,36.2,19.8,8.2,3.4,14.2,19.4,82.4,LWWWW,0.4378000000000001,0.2739999999999999,0.7308,12.6,26.8,39.4,17.0,7.2,4.2,20.2,18.6,86.6,WLWWW
IND,NYK,Regular Season,0,240.0,0.493,0.3440000000000001,0.8052000000000001,12.0,32.8,44.8,22.2,6.8,5.0,14.4,20.6,111.8,LLWLL,0.4724,0.3364,0.8242,11.6,32.6,44.2,18.0,6.8,7.0,14.2,26.2,104.0,WLWWW
BOS,MIA,Playoffs,0,245.0,0.4572,0.2148000000000001,0.7731999999999999,8.4,30.0,38.4,18.2,8.0,5.0,13.4,22.6,91.8,WLLWL,0.4840000000000001,0.363,0.6990000000000001,8.4,29.4,37.8,18.2,7.2,5.6,13.0,23.4,97.2,WLWLW
DAL,BKN,Regular Season,0,240.0,0.4432,0.3504,0.8082,8.2,34.6,42.8,20.8,10.2,3.6,15.2,17.6,96.6,LLWLL,0.4658,0.3338,0.789,11.8,34.6,46.4,20.0,6.6,5.0,13.0,19.0,104.4,LWLWW
POR,SAS,Regular Season,1,240.0,0.4468,0.3234000000000001,0.7116,13.2,31.6,44.8,16.2,6.0,5.6,16.2,23.2,90.8,LLLLL,0.4462,0.3423999999999999,0.7748000000000002,10.2,25.0,35.2,21.6,8.0,3.8,13.6,22.4,91.4,WWLWL
NYK,BKN,Regular Season,1,240.0,0.4804,0.3652000000000001,0.7256,10.2,32.0,42.2,22.2,8.4,4.2,15.6,23.6,107.2,WWLWW,0.4062,0.3426,0.7562,10.0,30.4,40.4,18.6,9.8,3.0,13.2,21.4,94.2,LWLWW
UTA,SAS,Playoffs,1,245.0,0.4596,0.3466,0.6836,9.6,29.2,38.8,24.2,7.8,5.6,11.2,25.0,94.2,LLLLW,0.5006,0.2458,0.7014,7.2,31.6,38.8,19.0,5.8,6.6,15.6,23.4,96.0,WWLWL
MIL,SEA,Regular Season,0,240.0,0.5107999999999999,0.3664,0.7102,10.4,28.4,38.8,24.8,7.0,2.2,15.0,24.2,100.6,WLLWL,0.4266,0.4247999999999999,0.756,13.4,29.6,43.0,17.4,9.0,7.2,22.8,27.0,88.2,WWWWL
ORL,CHI,Regular Season,1,245.0,0.4176,0.3732,0.763,11.2,27.0,38.2,18.2,8.2,2.8,13.4,22.0,92.2,WWWLL,0.4378,0.2476,0.7942,14.2,32.4,46.6,21.0,9.4,4.2,16.4,21.4,98.4,LWLWL
